All visible invoices are fully settled.,Hemî fatûreyên xuyayî bi tevahî têne bicîh kirin.
All Warehouses,Hemû Warehouses
Allowed UOM is {0},UOM destûr {0} e
Always fetch items from server (ignore local cache),Her gav tiştan ji serverê werbigirin (çaşa herêmî paşguh nekin)
Amount,Amount
Amount already received,Heqê ku jixwe hatiye standin
Amount exceeds profile cash movement max amount.,Mîqdar ji mîqdara herî zêde ya tevgera dravê profîlê derbas dike.
Amount must be greater than zero.,Divê mîqdar ji sifirê mezintir be.
Amount received from customer,Heqê ku ji xerîdar hatî wergirtin
Appearance and user-level preferences for the current session.,Xuyabûn û tercîhên asta bikarhêner ji bo rûniştina heyî.
Applied,Applied
Apply,Apply
Apply Gift Card,Serlêdana Karta Giftê bikin
Apply Offer,Serlêdana Pêşniyarê
Apply On,Apply On
Apply only the amount you want to redeem on this invoice. The remaining balance stays on the card.,Tenê mîqdara ku hûn dixwazin drav bidin ser vê fatûreyê bicîh bînin. Balansa mayî li ser kartê dimîne.
Apply Redemption,Serîlêdana Redemption
Applying,Serlêdan kirin
Apps,Apps
Are you sure you want to close? All entered data will be lost.,Ma hûn guman dikin ku hûn dixwazin bigirin? Hemî daneyên ketinê dê winda bibin.
Attributes (Size/Color),Taybetmendî (Mezinahî/Reng)
Auto Allocate Payment Amount,Veqetandina Mîqdara Tezmînata Xweser
Auto Reconcile,Auto Reconcile
Auto reconciliation completed after payment submit.,Lihevhatina otomatîkî piştî şandina dravê qediya.
Auto reconciliation completed. Allocated: {0}{1}. Remaining outstanding: {0}{2}.,Lihevhatina otomatîkî qediya. Veqetandin: {0}{1}. Berbiçav mayî: {0}{2}.
Available Actions,Çalakiyên Berdest
Available QTY,QTY heye
Available:,Berdest:
Average Basket,Average Basket
Average Bill,Average Bill
Average Ticket,Bilêta Navîn
Avg Bill,Avg Bill
Avg Invoice,Navgîniya fatûre
Avg Invoice Profit,Avg Invoice Profit
Avg Invoice Value,Nirxa fatûreya navîn
Avg Purchase Frequency,Frequency Kirîna Navîn
Awesome,Awesome
Awesome Dashboard,Dashboard awesome
Awesome Dashboard is disabled for the selected POS Profile.,Dashboard Awesome ji bo Profîla POS-a hilbijartî neçalak e.
Awesome Dashboard is unavailable for the selected scope.,Tabloya Awesome ji bo qada hilbijartî ne berdest e.
Awesome Dashboard is visible only to POS supervisors.,Tabloya Awesome tenê ji çavdêrên POS-ê re tê xuyang kirin.
Back,Vegere
Back Office Cash Account,Back Office Cash Hesabê
Back Office Cash Account (Optional Override),Hesabê Diravî ya Piştevaniyê (Desthilatdariya Vebijarkî)
Back office cash account is required.,Hesabê dravê ya paşîn hewce ye.
Back to {0},Vegere {0}
Background processing did not finish in time.,Pêvajoya paşîn di wextê xwe de qediya.
Background processing failed for Invoice {0}: {1},Pêvajoya paşîn ji bo fatûreya {0} têk çû: {1}
Background Submission Failed,Pêşkêşkirina paşnavê têk çû
Background sync interval (seconds),Navbera hevdemkirinê ya paşîn (çirk)
Balance,Balance
Balance will be updated when connection is restored,Dema ku girêdan were nûve kirin dê balans were nûve kirin
Balances still pending,Hevsengiyên hê li bendê ne
Barcode,Barcode
Barcode / QR Ready,Barcode / QR Amade ye
Barcode Label Printing,Çapkirina Labelê ya Barkodê
Base Paid:,Bingehek dayîn:
Base Recv:,Recv bingehîn:
Base:,Bingeh:
Basic Information,Agahiyên bingehîn
Batch,Batch
Batch Information,Agahdariya Batch
Before any return workflow,Berî her xebata vegerê
Before returns,Berî vegerê
Best Day,Roja herî baş
Best Seller,Best Seller
Book expense or deposit from active shift.,Mesrefa pirtûkê an depoya ji veguherîna çalak.
Branch / Location-wise Report,Rapora Şax / Cih-aqilmend
Brand-wise,Brand-wise
Breakdown,Breakdown
Browse,Browse
Build Time:,Dema çêkirinê:
Built with Frappe,Bi Frappe ve hatî çêkirin
Bundle,Bundle
Buying Price,Kirîna Biha
Cache cleared successfully,Cache bi serkeftî hate paqij kirin
Cache Usage,Bikaranîna Cache
cache used,cache tê bikaranîn
Calculating...,Hesabkirin...
Camera Access Required,Gihîştina Kamera Pêdivî ye
Camera access was aborted. Please try again.,Gihîştina kamerayê hat betalkirin. Ji kerema xwe dîsa biceribîne.
Camera constraints not supported by your device. Trying fallback settings...,Sînorên kamerayê ji hêla cîhaza we ve nayê piştgirî kirin. Mîhengên paşverû diceribînin...
Camera is busy or blocked by another app/tab. Close other camera apps and try again.,Kamera ji hêla sepanek/tabek din ve mijûl e an tê asteng kirin. Sepanên kamerayê yên din bigire û dîsa biceribîne.
Camera permission denied. Please allow camera access in your browser settings and refresh the page.,Destûra kamerayê hat redkirin. Ji kerema xwe destûrê bide gihîştina kamerayê di mîhengên geroka xwe de û rûpelê nûve bike.
Camera scanner is locked until the current error is acknowledged,Skanera kamerayê girtî ye heya ku xeletiya heyî were pejirandin
Camera started but the video stream did not load in time. Please try again.,Kamera dest pê kir lê weşana vîdyoyê di wextê xwe de bar nekir. Ji kerema xwe dîsa biceribîne.
Cancel cash movement {0}?,Tevgera drav {0} betal bike?
Cancel Payment,Betal Payment
Cancel Sale,Cancel Sale
Cancel Sale ?,Firotinê betal bike?
Cancelled,Betal kirin
Cannot add an item with zero or negative quantity.,Tiştek bi jimareya sifir an neyînî nayê zêdekirin.
Cannot clear cache while offline,Di dema negirêdayî de cache nayê paqijkirin
Cannot redeem customer credit more than invoice total,Nikare krediya xerîdar ji tevaya fatûreyê zêdetir bistîne
Cannot redeem gift cards more than invoice total,Nikare qertên diyariyê ji tevaya fatûreyê zêdetir bistîne
Cannot Save Offline Invoice:,Nabe fatûreya negirêdayî tomar bike:
Cannot Save Offline Payment:,Nekare dravdana negirêdayî tomar bike:
Card,Card
Card / Online,Qert / Serhêl
Card health after the last live lookup,Tenduristiya qertê piştî lêgerîna zindî ya paşîn
Cards,Cards
Cart,Cart
Cash,Cash
Cash back to customers,Cash back to mişteriyên
Cash Collections,Koleksiyonên Cash
Cash Deposit is disabled for this POS Profile.,Depoya drav ji bo vê Profîla POS-ê neçalak e.
Cash Drawer Snapshot,Snapshot Drawer Cash
Cash In Hand,Cash Di Destê de
Cash Movement,Tevgera Cash
Cash movement cancelled,Tevgera pere hat betalkirin
Cash movement deduction applied,Daxistina tevgera drav tê sepandin
Cash movement deleted,Tevgera dravê jêbirin
Cash movement is disabled for this POS Profile.,Tevgera drav ji bo vê Profîla POS-ê neçalak e.
Cash Movement is disabled in current POS Profile.,Di Profîla POS a heyî de Tevgera Diravî neçalak e.
Cash movement saved offline,Tevgera dravê offline xilas bû
Cash movement submitted,Tevgera dravê şandin
Cash Movements,Tevgerên Cash
Cash payment cannot be less than invoice total when partial payment is not allowed,"Dema ku dravdana qismî destûr neyê dayîn, dravdana dravê nikare ji tevahî fatûreyê kêmtir be"
Cash returned after payment,Cash piştî dravdanê vegeriya
Cashier,Cashier
Cashier Access,Cashier Access
Cashier identity and appearance preferences.,Nasnameya diravgir û tercîhên xuyangê.
Cashier PIN,PIN diravgir
Cashier PIN saved successfully.,PIN-a Cashier bi serfirazî hate tomarkirin.
Cashiers,Cashiers
Cashier-wise,Cashier-aqilmend
Categories,Kategorî
Category,Kategorî
Category / Brand / Variant Report,Kategorî / Brand / Rapora Variant
Category-wise,Kategorî-aqilmend
Category-wise Margin,Kategorî-aqilmend Margin
Certificate,Sertîfîka
Certificate is missing or not trusted. QZ may show confirmation dialogs.,Sertîfîka wenda ye an ne pêbawer e. QZ dibe ku diyalogên pejirandinê nîşan bide.
Certificate is trusted. Silent QZ printing is active.,Sertîfîka pêbawer e. Çapkirina QZ ya bêdeng çalak e.
Change,Guhertin
Change allocation repaired,Dabeşkirina guhertinê hate tamîrkirin
Change Price,Guhertina Bihayê
Change Return,Vegere Guhertin
Change Returned,Guhertin Vegere
Change terminal cashier,Diravê termînalê biguherînin
Charge Heads,Serên Charge
Charges,Barkirin
Charges not found,Berdêl nehat dîtin
Check Balance,Balansa kontrol bikin
Check balance for any card. Supervisors can issue and top up cards here.,Balansa ji bo her kartê kontrol bikin. Çavdêr dikarin li vir qertan derxînin û bilind bikin.
Check balance only,Tenê balansa kontrol bikin
Check for new commits,Ji bo peymanên nû kontrol bikin
Check for Updates,Ji bo Nûvekirinan kontrol bikin
Check live balance before applying redemption,Berî serîlêdana xilasbûnê balansa zindî kontrol bikin
Check live balance before redemption,Berî xilasbûnê balansa zindî kontrol bikin
Checking...,Kontrolkirin...
Cheque/Reference Date,Çek / Dîroka Referansê
Cheque/Reference No,Çek / Referans No
Choose the cashier currently operating this terminal.,Diravê ku niha vê termînalê dixebitîne hilbijêrin.
City,City
Clear,Clear
Clear All,Hemî Paqij bike
Clear all barcode items,Hemî tiştên barcode paqij bikin
Clear all purchase order items,Hemî tiştên fermana kirînê paqij bikin
Clear Search,Lêgerînê Paqij bike
Clearing local cache...,Paqijkirina cacheya herêmî...
Click to refresh,Ji bo nûvekirinê bikirtînin
Client CPU Lag:,Derengiya CPU ya Xerîdar:
Client Memory Usage:,Bikaranîna Bîra Xerîdar:
Client Metrics,Metrics Client
Close about dialog,Di derbarê diyalogê de nêzîk bibin
Close cashier switcher,Nêzîkî veguherînerê dravê
Close closing shift dialog,Diyaloga girtina guheztinê bigire
Close column selector,Hilbijêra stûnê bigire
Close Dialog,Close Dialog
Close drafts dialog,Danûstandina pêşnûmeyan bigire
Close invoice details dialog,Danûstandina hûrguliyên fatûreyê bigire
Close invoice management,Rêveberiya fatûreyê bigire
Close offline invoices dialog,Diyaloga fatûreyên negirêdayî bigire
Close packing list dialog,Danûstandina lîsteya pakkirinê bigire
Close returns dialog,Diyaloga vegerê bigire
Close sales orders dialog,Danûstandina fermanên firotanê bigire
Close Scanner,Scanner Close
Close scanner dialog,Danûstandina skanerê bigire
Close Settings,Mîhengan bigire
Closing Amount,Girtina Heqê
Closing POS Shift,Girtina POS Shift
Closing Snapshot Available,Girtina Snapshot Berdest e
Code,Code
Code scanned successfully,Kod bi serketî hat skankirin
COGS,COGS
Collapse item details,Hûrguliyên babetê hilweşînin
Collected,Berhev kirin
Cols,Cols
Columns,Stûnên
commits,dike
Completed and active sales in this range,Di vê rêzê de firotana qedandî û çalak
Completed returns will appear here.,Vegerên qedandî dê li vir xuya bibin.
Confirm,Piştrast bike
Confirm Close,Piştrast bike Close
Confirm Mobile Number,Hejmara Mobîl piştrast bikin
Confirm PIN,PIN-ê piştrast bikin
Connect,Girêdan
Connect printer and manage certificate,Çapkerê girêdin û sertîfîkayê birêve bibin
Connecting to QZ Tray...,Girêdana QZ Tray...
Connection problem while submitting invoice,Pirsgirêka girêdanê dema şandina fatûreyê
Connections:,Têkilî:
Connectivity and cached prerequisite status were rechecked.,Têkilî û statûya pêşdibistanê ya cached ji nû ve hate kontrol kirin.
Continue Editing,Berdewam Biguherîne
Could not fetch latest balance from server,Nekarî balansa herî dawî ji serverê bistîne
Count,Count
Country,Welat
Coupon,Coupon
Coupons,Coupons
Cover,Cover
CPU Cores:,Corên CPU:
Create,Create
Create and load a new prepaid card,Kartek nû ya pêşdibistanê biafirînin û bar bikin
Create and preload a new gift card,Qerteke diyariyê ya nû biafirînin û berê xwe bidin
Create Bill,Bill ava bikin
Create Customer,Create Mişterî
Create New Item,Tiştek Nû Biafirîne
Create or change your PIN,PIN-a xwe biafirînin an biguhezînin
Create PIN,PIN çêbikin
Create POS Opening Shift,Guhertina Vekirina POS-ê biafirînin
Create Purchase Order,Fermana Kirînê biafirînin
Create Return,Vegerê çêbikin
Create return from invoice,Vegera ji fatûreyê biafirînin
Create Supplier,Pêşkêşker biafirînin
Credit and Output,Kredî û Derketin
Credit Note,Têbînî Kredî
Credit Outstanding,Credit Outstanding
Credit sales remaining to be collected,Firotina kredî ya mayî ku were berhev kirin
Critical,Critical
Currency,Currency
Current,Current
Current Event Loop Lag:,Derengiya Bûyera Niha:
Current Month,Current Month
Current PIN,PIN a niha
Current Profile,Profîla Niha
Current redeemable value on the gift card,Nirxa vegerandina heyî ya li ser qerta diyariyê
Current User,Bikarhênerê Niha
Custom,Custom
Custom Due Days,Rojên Xweserî
Custom items per page,Tiştên Custom per rûpel
Customer,Mişterî
Customer already selected,Mişterî jixwe hilbijartiye
Customer Balance,Balance Mişterî
Customer balance unavailable offline,Balansa xerîdar nehêle
Customer created successfully.,Mişterî bi serkeftî hate afirandin.
Customer creation failed.,Afirandina xerîdar têk çû.
Customer Details,Details Mişterî
Customer display channel is missing,Kanala pêşandana xerîdar winda ye
Customer display was blocked. Please allow pop-ups for this site.,Nîşandana xerîdar hate asteng kirin. Ji kerema xwe rê bidin pop-upên vê malperê.
Customer group is required,Koma xerîdar pêdivî ye
Customer is required to add payment,Xerîdar pêdivî ye ku drav zêde bike
Customer Name is required,Navê Mişterî hewce ye
Customer not selected,Mişterî nehat hilbijartin
Customer Report,Rapora Mişterî
Customer saved offline,Mişterî offline xilas kir
Customer Screen,Screen Mişterî
Customer territory is required,Erdê xerîdar pêdivî ye
Customer updated successfully.,Mişterî bi serkeftî hate nûve kirin.
Customer-facing tools and printer setup.,Amûrên rûbirûyê xerîdar û sazkirina çaperê.
Customers,Mişterî
Customers not found,Mişterî nehatin dîtin
Daily cashier actions without scrolling.,Çalakiyên dravê rojane bêyî gerok.
Daily Sales,Sales rojane
Daily Sales Summary,Kurteya Sales Daily
Data loaded in form. Review and submit.,Daneyên di formê de hatine barkirin. Binirxînin û bişînin.
Database Health,Database Health
Database health affects overall system speed and reliability.,Tenduristiya databasê bandorê li leza pergalê û pêbaweriya giştî dike.
Database Info,Database Info
Date,Date
Day ?,Day ?
days,rojan
Day-wise (MTD),Rojane (MTD)
Day-wise Movement,Tevgera rojane
Dead Stock,Dead Stock
Dead Stock Items,Dead Stock Items
Decrease quantity,Hejmarê kêm bike
Default,Default
Default:,Pêşbirk:
Delete,Jêbirin
Delete cancelled cash movement {0}?,Tevgera drav a betalkirî {0} jê bibe?
Delete Draft,Pêşnûme jêbirin
Delete draft invoice,Pêşnûmeya fatûreya jêbirin
Delete draft invoice {0}?,Pêşnûmeya fatûreya {0} jê bibe?
Delete Invoice,Faturê jêbirin
Delete offline invoice,fatûreya negirêdayî jêbirin
Delivered,Radest kirin
Delivery Charges,Xercên Delivery
Delivery Information,Information Delivery
Delivery Note {0} created,Nîşeya radestkirinê {0} hate afirandin
Delivery note created,Têkiliya radestkirinê hate afirandin
Deployed Bundle:,Bundle Deployed:
Deposit,Deposit
Description,Danasîn
Detailed Supplier Breakdown,Berfirehiya Pêşkêşkara Berfireh
Detecting formats:,Tespîtkirina formatan:
Device Memory:,Bîra Amûrê:
Difference,Ferqa
Difference (In Company Currency),Cûdahî (Di Pereyê Pargîdaniyê de)
Disable offline mode first to recheck live connectivity.,Pêşî moda offline neçalak bike da ku girêdana zindî ji nû ve kontrol bike.
Disconnect,Veqetandin
discount,discount
Discount %,Daxistin %
Discount / Void / Return Report,Rapora Daxistin / Betal / Vegere
Discount Amount,Discount Mîqdara
Discount limited by POS Profile,Tenzîlat ji hêla Profîla POS-ê ve hatî sînorkirin
Discounted Invoices,Faturên Discounted
Discounts,Tenzîlat
Dismiss,Derxistin
Download Certificate,Sertîfîkaya Daxistinê
Draft,Draft
Draft invoice deleted,Pêşnûmeya fatûreyê hat jêbirin
Draft source,Çavkaniya pêşnûmeyê
Drafts,Drafts
Due {0},Demjimêr {0}
Due Date,Dem Date
Duplicate,Ducarî
Edit customer,Biguherîne mişterî
Edit discount amount,Mîqdara dakêşanê biguherîne
Edit discount percentage,Biguherîne ji sedî discount
Edit Gift Application,Serlêdana diyariyê biguherîne
Edit item name,Navê babetê biguherîne
Edit quantity,Hejmara biguherîne
Edit rate,Rêjeya biguherîne
Edit unit of measure,Yekîneya pîvanê biguherîne
Edited,Edited
Employee,Employee
Enable background sync,Hevdemkirina paşxanê çalak bike
Enable Customer Display in POS Profile first.,Pêşî di Profîla POS-ê de Nîşandana Xerîdar çalak bikin.
Enter a PIN.,PINek binivîse.
Enter a valid grams value,Nirxa gramek derbasdar binivîse
Enter new price list rate,Rêjeya lîsteya bihayê nû binivîse
Enter Quantity,Hejmara binivîse
Enter the cashier PIN to continue.,PIN-a dravê binivîsin da ku berdewam bikin.
Enter the current PIN first.,Pêşî PIN-a heyî binivîse.
"Enter the current PIN, then choose a new one.","PIN-a heyî binivîsin, paşê yekî nû hilbijêrin."
Enter valid grams for scale barcode,Ji bo barkodê pîvanê gramên derbasdar binivîsin
Entries,Entries
Error accessing camera:,Çewtiya gihîştina kamerayê:
Error calculating prices,Di hesabkirina bihayan de çewtî
Error fetching customer balance,Di girtina balansa xerîdar de çewtî
Error in change calculations!,Di hesabên guherînê de çewtî!
Error Loading Data,Çewtiya Barkirina Daneyan
Error loading invoice details,Di barkirina hûrguliyên fatûreyê de çewtî
Error processing invoice,Error processing fatûreya
Error processing payment,Error processing peredana
Error searching invoices,Di lêgerîna fatûreyan de çewtî
Error submitting invoice:,Di şandina fatûreyê de çewtî:
Error submitting invoice: {0},Di şandina fatûreyê de çewtî: {0}
Error submitting invoice: No response from server,Di şandina fatûreyê de çewtî: Ji serverê bersiv tune
Error updating currency,Di nûvekirina diravê de çewtî
Error updating item details,Di nûvekirina hûrguliyên babetê de çewtî
Est. Purchase,Est. Kirîn
Est. Value,Est. Nirx
Event-loop lag measures how busy your browser is. Lower is better.,Derengiya bûyer-loop dipîve ku geroka we çiqas mijûl e. Jêtir çêtir e.
Every,Her
Exchange Rate,Rêjeya Exchange
Expand item details,Hûrguliyên babetê berfireh bikin
Expected Amount (In Company Currency),Mîqdara Hêvîkirî (Bi Diravê Pargîdaniyê)
Expected Cash,Cash hêvîkirin
Expected cash on hand grouped by currency,Dravên ku li ser destan têne hêvî kirin li gorî dirav têne kom kirin
Expected vs Actual,Hêvîdar vs Rastî
Expense,Expense
Expense Account (Optional Override),Hesabê Lêçûn (Destpêkirina Bijarte)
Expense account is required.,Hesabê lêçûn hewce ye.
Expenses and deposits posted during this shift,Mesref û depoyên ku di vê veguheztinê de hatine şandin
Expired,Dema derbas bû
Failed to auto reconcile payments.,Veguhastina dravdanan bi ser neket.
Failed to cancel cash movement,Nekarî betalkirina tevgera dravê
Failed to clear cache,Paqijkirina cache bi ser neket
Failed to create item,Afirandina babetê bi ser neket
Failed to create supplier,Pêşkêşker nehat afirandin
Failed to delete cash movement,Jêbirina tevgera dravê bi ser neket
Failed to generate scale barcode. Using item barcode only.,Hilberîna barkodê pîvanê têk çû. Tenê barcode ya babetekê bikar tînin.
Failed to load cash movement context.,Barkirina çarçoveya tevgera dravê bi ser neket.
Failed to load dashboard data.,Daneyên dashboardê nehat barkirin.
Failed to reload invoice from server,Ji nû ve barkirina fatûreyê ji serverê bi ser neket
Failed to submit cash movement,Radestkirina tevgera dravê bi ser neket
Failed to sync offline cash movements,Nekarî tevgerên dravê offline senkronîze bike
Fast cashier actions for active shifts.,Ji bo guheztinên çalak çalakiyên dravê bilez.
Fast Moving Items,Tiştên Bilez Digerin
Fees,Fees
Fetch the latest offline prerequisite updates,Nûvekirinên pêşdibistanê yên negirêdayî yên herî dawî bistînin
Find a sales order quickly and load it into the current sale.,Zû fermanek firotanê bibînin û wê di firotana heyî de bar bikin.
Fixing payment amounts for return invoice...,Sazkirina mîqdarên dravdana ji bo fatûreya vegerê...
Flash Off,Flash Off
Flash On,Flash On
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table; values will be copied to 'Packing List' table.","Ji bo hêmanên 'Bunda Hilberê', Wargeh, Jimareya Rêjeyî û Hejmara Komê dê ji tabloya 'Lîsteya pakkirinê' were hesibandin. Ger Warehouse û Hejmara Batchê ji bo hemî tiştên pakkirinê yên ji bo her tiştê 'Bundle Product' yek bin, ew nirx dikarin di tabloya Babetê ya sereke de werin nivîsandin; nirx dê li tabloya 'Lîsteya pakkirinê' bêne kopî kirin."
Free,Belaş
Free Qty,Belaş Qty
Frequency,Frequency
from,ji
From Date,From Date
Fulfillment Details,Agahiyên Pêkanînê
Full Name,Navê Tev
Gain,Gain
Generate a fresh prepaid card and start it with an opening balance.,Qertek nû ya pêşdibistanê biafirînin û wê bi balansek vekirinê dest pê bikin.
Generate and install the certificate to allow fully silent printing without trust prompts.,Sertîfîkayê biafirînin û saz bikin da ku destûr bide çapkirina bi tevahî bêdeng bêyî daxwazên pêbaweriyê.
Generate Certificate,Sertîfîkayê çêbikin
Generated scale barcode: {0},Pîvana barkodê hatî çêkirin: {0}
Get Payments,Payments bistînin
Gift Card,Gift Card
Gift card amount must be greater than zero.,Divê mîqdara qerta diyariyê ji sifirê mezintir be.
Gift Card Code,Koda karta diyariyê
Gift card code is required for redemption,Ji bo xilasbûnê koda qerta diyariyê hewce ye
Gift card code is required.,Koda qerta diyariyê hewce ye.
Gift card issued successfully.,Qerta diyariyê bi serkeftî hat weşandin.
Gift card loaded successfully.,Qerta diyariyê bi serkeftî hat barkirin.
Gift Card Management,Gerînendetiya Karta Giftê
Gift card payment,Dravdana karta diyariyê
Gift card redemption requires an online connection,Veguheztina qerta diyariyê pêwendiyek serhêl hewce dike
Gift card topped up successfully.,Karta diyariyê bi serketî hat zêdekirin.
Gift Cards,Kartên diyariyê
Go to Frappe Desk,Biçe Maseya Frappe
Grand Total,Grand Total
Gross Margin,Margin Gross
Gross Profit,Serkeftina Gross
Gross Sales,Sales Gross
Group not found,Kom nehat dîtin
"Grouped controls for terminal, UI, and session settings.","Kontrolên komkirî yên ji bo mîhengên termînalê, UI, û danişînê."
Grouped totals for each payment method and currency,Ji bo her awayê dravdanê û diravê jimareyên komkirî
Hide,Veşêre
Hide Gift Card,Karta diyariyê veşêre
Hide Non Essential Fields,Zeviyên ne bingehîn veşêrin
Hide quantity decimals,Dehaneyên mîqdarê veşêrin
Hide search tools,Amûrên lêgerînê veşêre
Hide zero rated items,Tiştên nirxkirî yên sifir veşêre
High,Bilind
History,Dîrok
Hourly (Today),Saetî (Îro)
How this section works,Ev beş çawa dixebite
"If stale data remains, open Settings > Offline & Sync and run Rebuild Offline Data again while online.","Ger daneya rawestayî bimîne, Mîhengan> Offline & Sync vekin û dema serhêl dîsa Daneyên Offline ji nû ve ava bikin."
"If the warning persists, open Settings > Offline & Sync, then run Refresh Offline Data or Rebuild Offline Data.","Ger hişyarî berdewam bike, Settings> Offline & Sync vekin, paşê Daneyên Offline Nû Nûve Bikin an Daneyên Offline Ji nû ve Ava bikin."
Import the certificate into QZ Tray and restart QZ Tray on each POS machine.,Sertîfîkayê têxin nav QZ Tray û li ser her makîneya POS-ê QZ Tray ji nû ve bidin destpêkirin.
In,In
In stock: {0},Li stock: {0}
Include Batch / Serial,Tevlîhevî / Serial
Include Price,Bihayê têde
Increase quantity,Hejmarê zêde bike
IndexedDB,IndexedDB
Initial Amount,Mîqdara Destpêkê
Initialize your shift with opening balances,Guhertina xwe bi hevsengiyên vekirina dest pê bikin
Initializing application...,Serlêdan dest pê dike...
"Inspect cache, sync, and prerequisite status","Cache, hevdemkirin, û rewşa pêşdibistanê kontrol bikin"
Installed Applications,Serlêdanên Sazkirî
Insufficient stock:\n{0},Stok têr nake:\n{0}
Invalid rate,Rêjeya nederbasdar
Inventory Status Report,Rapora Rewşa Envanterê
Invoice,Invoice
Invoice {0} is Submitted,Fatureya {0} hatiye şandin
Invoice {0} processed successfully,fatûreya {0} bi serkeftî hate pêvajo kirin
Invoice {0} submission failed,Radestkirina fatûreya {0} têk çû
Invoice {0} was already submitted,Jixwe fatûreya {0} hatibû şandin
Invoice Adjustments,Guherandinên fatûre
Invoice Change,Guhertina fatûre
Invoice Details,Details fatûreya
Invoice is still in draft after background submission.,Piştî radestkirina paşnavê fatûre hîn jî di pêşnûmeyê de ye.
Invoice Items,Tiştên fatûre
Invoice Management,Birêvebiriya fatûre
Invoice Mgmt,Fatura Mgmt
Invoice saved offline,fatûre offline xilas bû
Invoice submission failed,Radestkirina fatûreyê têk çû
Invoice Submitted,Faturek hat şandin
"Invoice value settled by loyalty points, not cash collection","Nirxa fatûreyê ji hêla xalên dilsoziyê ve, ne berhevkirina drav"
Invoices,Faturên
Invoices already past due date,Jixwe fatûreyên di dema xwe de derbas bûne
