Always fetch items from server (ignore local cache),Always fetch items from server (ignore local cache)
Amount,Amount
Amount already received,Amount already received
Amount exceeds profile cash movement max amount.,Amount exceeds profile cash movement max amount.
Amount must be greater than zero.,Amount must be greater than zero.
Amount received from customer,Amount received from customer
Appearance and user-level preferences for the current session.,Appearance and user-level preferences for the current session.
Applied,Applied
Apply,Apply
Apply Gift Card,Apply Gift Card
Apply Offer,Apply Offer
Apply On,Apply On
Apply only the amount you want to redeem on this invoice. The remaining balance stays on the card.,Apply only the amount you want to redeem on this invoice. The remaining balance stays on the card.
Apply Redemption,Apply Redemption
Applying,Applying
Apps,Apps
Are you sure you want to close? All entered data will be lost.,Are you sure you want to close? All entered data will be lost.
Attributes (Size/Color),Attributes (Size/Color)
Auto Allocate Payment Amount,Auto Allocate Payment Amount
Auto Reconcile,Auto Reconcile
Auto reconciliation completed after payment submit.,Auto reconciliation completed after payment submit.
Auto reconciliation completed. Allocated: {0}{1}. Remaining outstanding: {0}{2}.,Auto reconciliation completed. Allocated: {0}{1}. Remaining outstanding: {0}{2}.
Available Actions,Available Actions
Available QTY,Available QTY
Available:,Available:
Average Basket,Average Basket
Average Bill,Average Bill
Average Ticket,Average Ticket
Avg Bill,Avg Bill
Avg Invoice,Avg Invoice
Avg Invoice Profit,Avg Invoice Profit
Avg Invoice Value,Avg Invoice Value
Avg Purchase Frequency,Avg Purchase Frequency
Awesome,Awesome
Awesome Dashboard,Awesome Dashboard
Awesome Dashboard is disabled for the selected POS Profile.,Awesome Dashboard is disabled for the selected POS Profile.
Awesome Dashboard is unavailable for the selected scope.,Awesome Dashboard is unavailable for the selected scope.
Awesome Dashboard is visible only to POS supervisors.,Awesome Dashboard is visible only to POS supervisors.
Back,Back
Back Office Cash Account,Back Office Cash Account
Back Office Cash Account (Optional Override),Back Office Cash Account (Optional Override)
Back office cash account is required.,Back office cash account is required.
Back to {0},Back to {0}
Background processing did not finish in time.,Background processing did not finish in time.
Background processing failed for Invoice {0}: {1},Background processing failed for Invoice {0}: {1}
Background Submission Failed,Background Submission Failed
Background sync interval (seconds),Background sync interval (seconds)
Balance,Balance
Balance will be updated when connection is restored,Balance will be updated when connection is restored
Balances still pending,Balances still pending
Barcode,Barcode
Barcode / QR Ready,Barcode / QR Ready
Barcode Label Printing,Barcode Label Printing
Base Paid:,Base Paid:
Base Recv:,Base Recv:
Base:,Base:
Basic Information,Basic Information
Batch,Batch
Batch Information,Batch Information
Before any return workflow,Before any return workflow
Before returns,Before returns
Best Day,Best Day
Best Seller,Best Seller
Book expense or deposit from active shift.,Book expense or deposit from active shift.
Branch / Location-wise Report,Branch / Location-wise Report
Brand-wise,Brand-wise
Breakdown,Breakdown
Browse,Browse
Build Time:,Build Time:
Built with Frappe,Built with Frappe
Bundle,Bundle
Buying Price,Buying Price
Cache cleared successfully,Cache cleared successfully
Cache Usage,Cache Usage
cache used,cache used
Calculating...,Calculating...
Camera Access Required,Camera Access Required
Camera access was aborted. Please try again.,Camera access was aborted. Please try again.
Camera constraints not supported by your device. Trying fallback settings...,Camera constraints not supported by your device. Trying fallback settings...
Camera is busy or blocked by another app/tab. Close other camera apps and try again.,Camera is busy or blocked by another app/tab. Close other camera apps and try again.
Camera permission denied. Please allow camera access in your browser settings and refresh the page.,Camera permission denied. Please allow camera access in your browser settings and refresh the page.
Camera scanner is locked until the current error is acknowledged,Camera scanner is locked until the current error is acknowledged
Camera started but the video stream did not load in time. Please try again.,Camera started but the video stream did not load in time. Please try again.
Cancel cash movement {0}?,Cancel cash movement {0}?
Cancel Payment,Cancel Payment
Cancel Sale,Cancel Sale
Cancel Sale ?,Cancel Sale ?
Cancelled,Cancelled
Cannot add an item with zero or negative quantity.,Cannot add an item with zero or negative quantity.
Cannot clear cache while offline,Cannot clear cache while offline
Cannot redeem customer credit more than invoice total,Cannot redeem customer credit more than invoice total
Cannot redeem gift cards more than invoice total,Cannot redeem gift cards more than invoice total
Cannot Save Offline Invoice:,Cannot Save Offline Invoice:
Cannot Save Offline Payment:,Cannot Save Offline Payment:
Card,Card
Card / Online,Card / Online
Card health after the last live lookup,Card health after the last live lookup
Cards,Cards
Cart,Cart
Cash,Cash
Cash back to customers,Cash back to customers
Cash Collections,Cash Collections
Cash Deposit is disabled for this POS Profile.,Cash Deposit is disabled for this POS Profile.
Cash Drawer Snapshot,Cash Drawer Snapshot
Cash In Hand,Cash In Hand
Cash Movement,Cash Movement
Cash movement cancelled,Cash movement cancelled
Cash movement deduction applied,Cash movement deduction applied
Cash movement deleted,Cash movement deleted
Cash movement is disabled for this POS Profile.,Cash movement is disabled for this POS Profile.
Cash Movement is disabled in current POS Profile.,Cash Movement is disabled in current POS Profile.
Cash movement saved offline,Cash movement saved offline
Cash movement submitted,Cash movement submitted
Cash Movements,Cash Movements
Cash payment cannot be less than invoice total when partial payment is not allowed,Cash payment cannot be less than invoice total when partial payment is not allowed
Cash returned after payment,Cash returned after payment
Cashier,Cashier
Cashier Access,Cashier Access
Cashier identity and appearance preferences.,Cashier identity and appearance preferences.
Cashier PIN,Cashier PIN
Cashier PIN saved successfully.,Cashier PIN saved successfully.
Cashiers,Cashiers
Cashier-wise,Cashier-wise
Categories,Categories
Category,Category
Category / Brand / Variant Report,Category / Brand / Variant Report
Category-wise,Category-wise
Category-wise Margin,Category-wise Margin
Certificate,Certificate
Certificate is missing or not trusted. QZ may show confirmation dialogs.,Certificate is missing or not trusted. QZ may show confirmation dialogs.
Certificate is trusted. Silent QZ printing is active.,Certificate is trusted. Silent QZ printing is active.
Change,Change
Change allocation repaired,Change allocation repaired
Change Price,Change Price
Change Return,Change Return
Change Returned,Change Returned
Change terminal cashier,Change terminal cashier
Charge Heads,Charge Heads
Charges,Charges
Charges not found,Charges not found
Check Balance,Check Balance
Check balance for any card. Supervisors can issue and top up cards here.,Check balance for any card. Supervisors can issue and top up cards here.
Check balance only,Check balance only
Check for new commits,Check for new commits
Check for Updates,Check for Updates
Check live balance before applying redemption,Check live balance before applying redemption
Check live balance before redemption,Check live balance before redemption
Checking...,Checking...
Cheque/Reference Date,Cheque/Reference Date
Cheque/Reference No,Cheque/Reference No
Choose the cashier currently operating this terminal.,Choose the cashier currently operating this terminal.
City,City
Clear,Clear
Clear All,Clear All
Clear all barcode items,Clear all barcode items
Clear all purchase order items,Clear all purchase order items
Clear Search,Clear Search
Clearing local cache...,Clearing local cache...
Click to refresh,Click to refresh
Client CPU Lag:,Client CPU Lag:
Client Memory Usage:,Client Memory Usage:
Client Metrics,Client Metrics
Close about dialog,Close about dialog
Close cashier switcher,Close cashier switcher
Close closing shift dialog,Close closing shift dialog
Close column selector,Close column selector
Close Dialog,Close Dialog
Close drafts dialog,Close drafts dialog
Close invoice details dialog,Close invoice details dialog
Close invoice management,Close invoice management
Close offline invoices dialog,Close offline invoices dialog
Close packing list dialog,Close packing list dialog
Close returns dialog,Close returns dialog
Close sales orders dialog,Close sales orders dialog
Close Scanner,Close Scanner
Close scanner dialog,Close scanner dialog
Close Settings,Close Settings
Closing Amount,Closing Amount
Closing POS Shift,Closing POS Shift
Closing Snapshot Available,Closing Snapshot Available
Code,Code
Code scanned successfully,Code scanned successfully
COGS,COGS
Collapse item details,Collapse item details
Collected,Collected
Cols,Cols
Columns,Columns
commits,commits
Completed and active sales in this range,Completed and active sales in this range
Completed returns will appear here.,Completed returns will appear here.
Confirm,Confirm
Confirm Close,Confirm Close
Confirm Mobile Number,Confirm Mobile Number
Confirm PIN,Confirm PIN
Connect,Connect
Connect printer and manage certificate,Connect printer and manage certificate
Connecting to QZ Tray...,Connecting to QZ Tray...
Connection problem while submitting invoice,Connection problem while submitting invoice
Connections:,Connections:
Connectivity and cached prerequisite status were rechecked.,Connectivity and cached prerequisite status were rechecked.
Continue Editing,Continue Editing
Could not fetch latest balance from server,Could not fetch latest balance from server
Count,Count
Country,Country
Coupon,Coupon
Coupons,Coupons
Cover,Cover
CPU Cores:,CPU Cores:
Create,Create
Create and load a new prepaid card,Create and load a new prepaid card
Create and preload a new gift card,Create and preload a new gift card
Create Bill,Create Bill
Create Customer,Create Customer
Create New Item,Create New Item
Create or change your PIN,Create or change your PIN
Create PIN,Create PIN
Create POS Opening Shift,Create POS Opening Shift
Create Purchase Order,Create Purchase Order
Create Return,Create Return
Create return from invoice,Create return from invoice
Create Supplier,Create Supplier
Credit and Output,Credit and Output
Credit Note,Credit Note
Credit Outstanding,Credit Outstanding
Credit sales remaining to be collected,Credit sales remaining to be collected
Critical,Critical
Currency,Currency
Current,Current
Current Event Loop Lag:,Current Event Loop Lag:
Current Month,Current Month
Current PIN,Current PIN
Current Profile,Current Profile
Current redeemable value on the gift card,Current redeemable value on the gift card
Current User,Current User
Custom,Custom
Custom Due Days,Custom Due Days
Custom items per page,Custom items per page
Customer,Customer
Customer already selected,Customer already selected
Customer Balance,Customer Balance
Customer balance unavailable offline,Customer balance unavailable offline
Customer created successfully.,Customer created successfully.
Customer creation failed.,Customer creation failed.
Customer Details,Customer Details
Customer display channel is missing,Customer display channel is missing
Customer display was blocked. Please allow pop-ups for this site.,Customer display was blocked. Please allow pop-ups for this site.
Customer group is required,Customer group is required
Customer is required to add payment,Customer is required to add payment
Customer Name is required,Customer Name is required
Customer not selected,Customer not selected
Customer Report,Customer Report
Customer saved offline,Customer saved offline
Customer Screen,Customer Screen
Customer territory is required,Customer territory is required
Customer updated successfully.,Customer updated successfully.
Customer-facing tools and printer setup.,Customer-facing tools and printer setup.
Customers,Customers
Customers not found,Customers not found
Daily cashier actions without scrolling.,Daily cashier actions without scrolling.
Daily Sales,Daily Sales
Daily Sales Summary,Daily Sales Summary
Data loaded in form. Review and submit.,Data loaded in form. Review and submit.
Database Health,Database Health
Database health affects overall system speed and reliability.,Database health affects overall system speed and reliability.
Database Info,Database Info
Date,Date
Day ?,Day ?
days,days
Day-wise (MTD),Day-wise (MTD)
Day-wise Movement,Day-wise Movement
Dead Stock,Dead Stock
Dead Stock Items,Dead Stock Items
Decrease quantity,Decrease quantity
Default,Default
Default:,Default:
Delete,Delete
Delete cancelled cash movement {0}?,Delete cancelled cash movement {0}?
Delete Draft,Delete Draft
Delete draft invoice,Delete draft invoice
Delete draft invoice {0}?,Delete draft invoice {0}?
Delete Invoice,Delete Invoice
Delete offline invoice,Delete offline invoice
Delivered,Delivered
Delivery Charges,Delivery Charges
Delivery Information,Delivery Information
Delivery Note {0} created,Delivery Note {0} created
Delivery note created,Delivery note created
Deployed Bundle:,Deployed Bundle:
Deposit,Deposit
Description,Description
Detailed Supplier Breakdown,Detailed Supplier Breakdown
Detecting formats:,Detecting formats:
Device Memory:,Device Memory:
Difference,Difference
Difference (In Company Currency),Difference (In Company Currency)
Disable offline mode first to recheck live connectivity.,Disable offline mode first to recheck live connectivity.
Disconnect,Disconnect
discount,discount
Discount %,Discount %
Discount / Void / Return Report,Discount / Void / Return Report
Discount Amount,Discount Amount
Discount limited by POS Profile,Discount limited by POS Profile
Discounted Invoices,Discounted Invoices
Discounts,Discounts
Dismiss,Dismiss
Download Certificate,Download Certificate
Draft,Draft
Draft invoice deleted,Draft invoice deleted
Draft source,Draft source
Drafts,Drafts
Due {0},Due {0}
Due Date,Due Date
Duplicate,Duplicate
Edit customer,Edit customer
Edit discount amount,Edit discount amount
Edit discount percentage,Edit discount percentage
Edit Gift Application,Edit Gift Application
Edit item name,Edit item name
Edit quantity,Edit quantity
Edit rate,Edit rate
Edit unit of measure,Edit unit of measure
Edited,Edited
Employee,Employee
Enable background sync,Enable background sync
Enable Customer Display in POS Profile first.,Enable Customer Display in POS Profile first.
Enter a PIN.,Enter a PIN.
Enter a valid grams value,Enter a valid grams value
Enter new price list rate,Enter new price list rate
Enter Quantity,Enter Quantity
Enter the cashier PIN to continue.,Enter the cashier PIN to continue.
Enter the current PIN first.,Enter the current PIN first.
"Enter the current PIN, then choose a new one.","Enter the current PIN, then choose a new one."
Enter valid grams for scale barcode,Enter valid grams for scale barcode
Entries,Entries
Error accessing camera:,Error accessing camera:
Error calculating prices,Error calculating prices
Error fetching customer balance,Error fetching customer balance
Error in change calculations!,Error in change calculations!
Error Loading Data,Error Loading Data
Error loading invoice details,Error loading invoice details
Error processing invoice,Error processing invoice
Error processing payment,Error processing payment
Error searching invoices,Error searching invoices
Error submitting invoice:,Error submitting invoice:
Error submitting invoice: {0},Error submitting invoice: {0}
Error submitting invoice: No response from server,Error submitting invoice: No response from server
Error updating currency,Error updating currency
Error updating item details,Error updating item details
Est. Purchase,Est. Purchase
Est. Value,Est. Value
Event-loop lag measures how busy your browser is. Lower is better.,Event-loop lag measures how busy your browser is. Lower is better.
Every,Every
Exchange Rate,Exchange Rate
Expand item details,Expand item details
Expected Amount (In Company Currency),Expected Amount (In Company Currency)
Expected Cash,Expected Cash
Expected cash on hand grouped by currency,Expected cash on hand grouped by currency
Expected vs Actual,Expected vs Actual
Expense,Expense
Expense Account (Optional Override),Expense Account (Optional Override)
Expense account is required.,Expense account is required.
Expenses and deposits posted during this shift,Expenses and deposits posted during this shift
Expired,Expired
Failed to auto reconcile payments.,Failed to auto reconcile payments.
Failed to cancel cash movement,Failed to cancel cash movement
Failed to clear cache,Failed to clear cache
Failed to create item,Failed to create item
Failed to create supplier,Failed to create supplier
Failed to delete cash movement,Failed to delete cash movement
Failed to generate scale barcode. Using item barcode only.,Failed to generate scale barcode. Using item barcode only.
Failed to load cash movement context.,Failed to load cash movement context.
Failed to load dashboard data.,Failed to load dashboard data.
Failed to reload invoice from server,Failed to reload invoice from server
Failed to submit cash movement,Failed to submit cash movement
Failed to sync offline cash movements,Failed to sync offline cash movements
Fast cashier actions for active shifts.,Fast cashier actions for active shifts.
Fast Moving Items,Fast Moving Items
Fees,Fees
Fetch the latest offline prerequisite updates,Fetch the latest offline prerequisite updates
Find a sales order quickly and load it into the current sale.,Find a sales order quickly and load it into the current sale.
Fixing payment amounts for return invoice...,Fixing payment amounts for return invoice...
Flash Off,Flash Off
Flash On,Flash On
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table; values will be copied to 'Packing List' table.","For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table; values will be copied to 'Packing List' table."
Free,Free
Free Qty,Free Qty
Frequency,Frequency
from,from
From Date,From Date
Fulfillment Details,Fulfillment Details
Full Name,Full Name
Gain,Gain
Generate a fresh prepaid card and start it with an opening balance.,Generate a fresh prepaid card and start it with an opening balance.
Generate and install the certificate to allow fully silent printing without trust prompts.,Generate and install the certificate to allow fully silent printing without trust prompts.
Generate Certificate,Generate Certificate
Generated scale barcode: {0},Generated scale barcode: {0}
Get Payments,Get Payments
Gift Card,Gift Card
Gift card amount must be greater than zero.,Gift card amount must be greater than zero.
Gift Card Code,Gift Card Code
Gift card code is required for redemption,Gift card code is required for redemption
Gift card code is required.,Gift card code is required.
Gift card issued successfully.,Gift card issued successfully.
Gift card loaded successfully.,Gift card loaded successfully.
Gift Card Management,Gift Card Management
Gift card payment,Gift card payment
Gift card redemption requires an online connection,Gift card redemption requires an online connection
Gift card topped up successfully.,Gift card topped up successfully.
Gift Cards,Gift Cards
Go to Frappe Desk,Go to Frappe Desk
Grand Total,Grand Total
Gross Margin,Gross Margin
Gross Profit,Gross Profit
Gross Sales,Gross Sales
Group not found,Group not found
"Grouped controls for terminal, UI, and session settings.","Grouped controls for terminal, UI, and session settings."
Grouped totals for each payment method and currency,Grouped totals for each payment method and currency
Hide,Hide
Hide Gift Card,Hide Gift Card
Hide Non Essential Fields,Hide Non Essential Fields
Hide quantity decimals,Hide quantity decimals
Hide search tools,Hide search tools
Hide zero rated items,Hide zero rated items
High,High
History,History
Hourly (Today),Hourly (Today)
How this section works,How this section works
"If stale data remains, open Settings > Offline & Sync and run Rebuild Offline Data again while online.","If stale data remains, open Settings > Offline & Sync and run Rebuild Offline Data again while online."
"If the warning persists, open Settings > Offline & Sync, then run Refresh Offline Data or Rebuild Offline Data.","If the warning persists, open Settings > Offline & Sync, then run Refresh Offline Data or Rebuild Offline Data."
Import the certificate into QZ Tray and restart QZ Tray on each POS machine.,Import the certificate into QZ Tray and restart QZ Tray on each POS machine.
In,In
In stock: {0},In stock: {0}
Include Batch / Serial,Include Batch / Serial
Include Price,Include Price
Increase quantity,Increase quantity
IndexedDB,IndexedDB
Initial Amount,Initial Amount
Initialize your shift with opening balances,Initialize your shift with opening balances
Initializing application...,Initializing application...
"Inspect cache, sync, and prerequisite status","Inspect cache, sync, and prerequisite status"
Installed Applications,Installed Applications
Insufficient stock:\n{0},Insufficient stock:\n{0}
Invalid rate,Invalid rate
Inventory Status Report,Inventory Status Report
Invoice,Invoice
Invoice {0} is Submitted,Invoice {0} is Submitted
Invoice {0} processed successfully,Invoice {0} processed successfully
Invoice {0} submission failed,Invoice {0} submission failed
Invoice {0} was already submitted,Invoice {0} was already submitted
Invoice Adjustments,Invoice Adjustments
Invoice Change,Invoice Change
Invoice Details,Invoice Details
Invoice is still in draft after background submission.,Invoice is still in draft after background submission.
Invoice Items,Invoice Items
Invoice Management,Invoice Management
Invoice Mgmt,Invoice Mgmt
Invoice saved offline,Invoice saved offline
Invoice submission failed,Invoice submission failed
Invoice Submitted,Invoice Submitted
"Invoice value settled by loyalty points, not cash collection","Invoice value settled by loyalty points, not cash collection"
Invoices,Invoices
Invoices already past due date,Invoices already past due date
Invoices saved as POS Invoices,Invoices saved as POS Invoices
Invoices still carrying balances,Invoices still carrying balances
Issue Mode,Issue Mode
Issue New Card,Issue New Card
Issue Workflow,Issue Workflow
"Issue, top up, and check","Issue, top up, and check"
Item,Item
Item / Product Sales Report,Item / Product Sales Report
Item {0} added to invoice,Item {0} added to invoice
Item '{0}' has no barcode,Item '{0}' has no barcode
Item Code,Item Code
Item created successfully,Item created successfully
Item is out of stock,Item is out of stock
Item Name,Item Name
Item not found,Item not found
Item order updated,Item order updated
Item Selector Settings,Item Selector Settings
Items,Items
Items added in POS will appear here automatically.,Items added in POS will appear here automatically.
Items added to invoice,Items added to invoice
Items per page,Items per page
Items Sold,Items Sold
Items/Invoice,Items/Invoice
Item-wise Profitability,Item-wise Profitability
Journal Entry,Journal Entry
json,json
Just now,Just now
Keep offline prerequisites healthy and recover stale data safely.,Keep offline prerequisites healthy and recover stale data safely.
Labels,Labels
"Language, theme, terminal tools, and session controls.","Language, theme, terminal tools, and session controls."
Last,Last
Last 14 Days (Paid vs Pending),Last 14 Days (Paid vs Pending)
Last 14 Days Activity,Last 14 Days Activity
Last 14 Days Gross Profit,Last 14 Days Gross Profit
Last 14 Days Purchases,Last 14 Days Purchases
Last 14 Days Tax/Charges,Last 14 Days Tax/Charges
Last sync:,Last sync:
Last sync: {0} | ok: {1} | failed: {2} | skipped: {3},Last sync: {0} | ok: {1} | failed: {2} | skipped: {3}
Latest entries for current shift,Latest entries for current shift
Lead Time,Lead Time
Limited,Limited
lines,lines
List,List
Live Snapshot,Live Snapshot
Load a POS profile and cashier first.,Load a POS profile and cashier first.
Load More Invoices,Load More Invoices
Load previously saved invoices,Load previously saved invoices
Load Sale,Load Sale
Load Sales Invoice,Load Sales Invoice
Loading app data...,Loading app data...
Loading customer database...,Loading customer database...
Loading customers...,Loading customers...
Loading database stats...,Loading database stats...
Loading details...,Loading details...
Loading invoice history...,Loading invoice history...
Loading items...,Loading items...
Loading product catalog...,Loading product catalog...
Loading return invoices...,Loading return invoices...
Loading server CPU/memory usage...,Loading server CPU/memory usage...
Loading suppliers...,Loading suppliers...
Loading unpaid invoices...,Loading unpaid invoices...
Loading view...,Loading view...
Loading...,Loading...
Local storage is unavailable. Switching to online-only mode.,Local storage is unavailable. Switching to online-only mode.
localStorage,localStorage
Location Performance,Location Performance
Locations,Locations
Lock Screen,Lock Screen
Lookup Workflow,Lookup Workflow
Loss,Loss
Low,Low
Low Stock,Low Stock
Low Stock Alerts,Low Stock Alerts
Low Stock Items,Low Stock Items
Low Stock Threshold,Low Stock Threshold
Low Stock Total,Low Stock Total
Lowest Margin,Lowest Margin
Low-frequency maintenance and system details.,Low-frequency maintenance and system details.
Loyalty Redeemed,Loyalty Redeemed
Loyalty Redemption,Loyalty Redemption
Make New Payment,Make New Payment
Manage all,Manage all
Manage and synchronize your offline transactions,Manage and synchronize your offline transactions
Manage Cashier PIN,Manage Cashier PIN
"Manage offline tools, terminal controls, and maintenance from one workspace.","Manage offline tools, terminal controls, and maintenance from one workspace."
manual,manual
"Manual codes, barcode scans, and QR scans work in the same field","Manual codes, barcode scans, and QR scans work in the same field"
Manual offline mode is enabled,Manual offline mode is enabled
Margin,Margin
Maximum available quantity is {0}. Quantity adjusted to match stock.,Maximum available quantity is {0}. Quantity adjusted to match stock.
Maximum discount amount for this offer item is {0}.,Maximum discount amount for this offer item is {0}.
Maximum discount percentage for this offer item is {0}%.,Maximum discount percentage for this offer item is {0}%.
Maximum offer quantity is {0}. Quantity adjusted to allowed limit.,Maximum offer quantity is {0}. Quantity adjusted to allowed limit.
Medium,Medium
Method-wise Collections,Method-wise Collections
Minimum allowed rate for this offer item is {0}.,Minimum allowed rate for this offer item is {0}.
Minimum Qty,Minimum Qty
Mobile No,Mobile No
Mode,Mode
Mode of Payment,Mode of Payment
Month,Month
Month ?,Month ?
Monthly Profit,Monthly Profit
Monthly Sales,Monthly Sales
Monthly Sales Summary,Monthly Sales Summary
Month-wise,Month-wise
Most Active Cashiers,Most Active Cashiers
Movement Type,Movement Type
Movements,Movements
Multi Currency,Multi Currency
N/A,N/A
Name,Name
Negative Stock,Negative Stock
Negative Stock Items,Negative Stock Items
Negative values not allowed,Negative values not allowed
Net,Net
Net Qty,Net Qty
Net Sales,Net Sales
Net Value,Net Value
Never,Never
New changes are ready to load,New changes are ready to load
New Item,New Item
New Offer Available,New Offer Available
New PIN,New PIN
New rate,New rate
Next unit of measure,Next unit of measure
No attribute data found.,No attribute data found.
No Barcode,No Barcode
No barcode found for UOM '{0}',No barcode found for UOM '{0}'
No branch/location data found.,No branch/location data found.
No brand data found.,No brand data found.
No cached gift card balance is available offline.,No cached gift card balance is available offline.
No camera found on this device. Please ensure your device has a working camera.,No camera found on this device. Please ensure your device has a working camera.
No capability warnings recorded yet.,No capability warnings recorded yet.
No cash expected for this shift.,No cash expected for this shift.
No cash mode configured,No cash mode configured
No cash movement type is allowed for this POS Profile.,No cash movement type is allowed for this POS Profile.
No cashier PIN is set yet. Create one now.,No cashier PIN is set yet. Create one now.
No cashier profiles are available for this POS profile yet.,No cashier profiles are available for this POS profile yet.
No cashier-wise discount/void/return activity.,No cashier-wise discount/void/return activity.
No category data found.,No category data found.
No category profitability data found.,No category profitability data found.
No change returned recorded for this shift.,No change returned recorded for this shift.
No change-allocation invoices match the current filters.,No change-allocation invoices match the current filters.
No charge head breakdown found.,No charge head breakdown found.
No Company Selected,No Company Selected
No customer sales data found.,No customer sales data found.
No day-wise discount/void/return trend.,No day-wise discount/void/return trend.
No day-wise payment data found.,No day-wise payment data found.
No day-wise profitability trend found.,No day-wise profitability trend found.
No day-wise purchase data found.,No day-wise purchase data found.
No day-wise sales trend found.,No day-wise sales trend found.
No day-wise tax/charges trend found.,No day-wise tax/charges trend found.
No dead stock items.,No dead stock items.
No due date,No due date
No exact repair match found for this invoice,No exact repair match found for this invoice
No hourly sales trend found for today.,No hourly sales trend found for today.
No invoice activity found.,No invoice activity found.
No invoices found,No invoices found
No invoices found. Try different search criteria.,No invoices found. Try different search criteria.
No invoices recorded for this shift.,No invoices recorded for this shift.
No item profitability data found.,No item profitability data found.
No item sales data found for this period.,No item sales data found for this period.
No items found,No items found
No items in cart,No items in cart
No items with barcodes to print,No items with barcodes to print
No location-wise top item data found.,No location-wise top item data found.
No low stock alerts right now.,No low stock alerts right now.
No low stock items.,No low stock items.
No matching items in cart,No matching items in cart
No month-wise sales trend found.,No month-wise sales trend found.
No negative stock items.,No negative stock items.
No notifications yet,No notifications yet
No offline cash movement synced.,No offline cash movement synced.
No offline invoices pending synchronization,No offline invoices pending synchronization
No offline sync issues recorded yet.,No offline sync issues recorded yet.
No out-of-stock items.,No out-of-stock items.
No outstanding credit invoices for this shift.,No outstanding credit invoices for this shift.
No payment collection data found.,No payment collection data found.
No payment rows available on this invoice.,No payment rows available on this invoice.
No payments registered for this shift.,No payments registered for this shift.
No pending balances in this period.,No pending balances in this period.
No pending offline invoices,No pending offline invoices
No Print Formats Found,No Print Formats Found
No profiles found for selected scope. Falling back to current profile failed.,No profiles found for selected scope. Falling back to current profile failed.
No recent customer activity found.,No recent customer activity found.
No recent stock entries found.,No recent stock entries found.
No records found,No records found
No reorder suggestions right now.,No reorder suggestions right now.
No repeat customers in this period.,No repeat customers in this period.
No response from server,No response from server
No return invoices found,No return invoices found
No return item trend found.,No return item trend found.
No returnable items found for this invoice,No returnable items found for this invoice
No returns were processed in this shift.,No returns were processed in this shift.
No risk activity found.,No risk activity found.
