Shift Overview,Visao Geral do Turno
Show cart on customer-facing screen,Mostrar carrinho na tela do cliente
Show last invoice rate,Mostrar taxa da ultima fatura
Showing 0 of 0,Mostrando 0 de 0
Size:,Tamanho:
Skipped Payments,Pagamentos Ignorados
Skipping items without barcodes,Ignorando itens sem codigos de barras
Slow Moving,Movimento Lento
Slow Moving Items,Itens de Movimento Lento
Slow Queries:,Consultas Lentas:
Sold,Vendido
Source,Origem
Source account,Conta de Origem
Specific Profile,Perfil Especifico
Split Invoices,Dividir Faturas
Staff,Equipe
Stock,Estoque
Stock Information,Informação de Estoque
Stock UOM is required.,UOM de estoque obrigatoria.
Submit Deposit,Enviar Deposito
Submit Expense,Enviar Despesa
Submitted,Enviado
Submitted Cash Movements,Movimentos de Dinheiro Enviados
Submitted entries,Entradas Enviadas
Successfully scanned:,Lido com sucesso:
Suggested,Sugerido
Suggested Qty,Qtd Sugerida
Supplier,Fornecedor
Supplier and dates are required.,Fornecedor e datas obrigatorios.
Supplier is required.,Fornecedor obrigatorio.
Supplier name is required,Nome do fornecedor obrigatorio
Supplier {0} was not found.,O fornecedor {0} nao foi encontrado.
Suppliers,Fornecedores
Sync All Invoices,Sincronizar Todas as Faturas
Syncing offline catalog...,Sincronizando catalogo offline...
System Status,Status do Sistema
Tables:,Tabelas:
Target,Destino
Target account,Conta de Destino
Tax,Imposto
Tax / Charges Report,Relatorio de Impostos/Encargos
Tax Heads,Cabecalhos de Impostos
Taxable Amount,Valor Tributavel
Tendered,Oferecido
The amount paid is not complete,O valor pago nao esta completo
The invoice stayed in draft. Please review and submit it manually.,A fatura permaneceu em rascunho. Revise e envie manualmente.
The maximum discount allowed is,O desconto maximo permitido e
This Referral Code {0} not exists,Este codigo de indicacao {0} nao existe
This amount will be written off on submission.,Este valor sera baixado no envio.
This return will be settled as customer credit instead of cashback.,Esta devolucao sera liquidada como credito do cliente.
Threshold,Limite
To Be Paid,A Pagar
To Date,Ate a Data
Today,Hoje
Today Profit,Lucro de Hoje
Today Sales,Vendas de Hoje
Toggle navigation drawer,Alternar gaveta de navegacao
Top Brand,Melhor Marca
Top Category,Melhor Categoria
Top Customers,Melhores Clientes
Top Items by Location,Melhores Itens por Localização
Top Margin,Melhor Margem
Top Profit Item,Item de Maior Lucro
Top Return Items,Melhores Itens Devolvidos
Top Sales by Cashier,Melhores Vendas por Caixa
Top Supplier,Melhor Fornecedor
Total Change,Troco Total
Total Charges,Encargos Totais
Total In,Total Entrada
Total Invoices:,Total de Faturas:
Total Items,Total de Itens
Total Mpesa:,Peso total:
Total Out,Total Saida
Total Payments:,Total de Pagamentos:
Total Purchase,Total de Compra
Total Selected :,Total Selecionado:
Total Stock Qty,Qtd Total de Estoque
Total:,Total:
Totals by Invoice Currency,Totais por Moeda da Fatura
Track how much cash was handed back to customers,Rastrear quanto dinheiro foi devolvido aos clientes
"Track recent sales, collect unpaid balances, and reopen saved work","Rastrear vendas recentes, cobrar saldos pendentes e reabrir trabalho salvo"
Trans Amount is required,Valor de transacao obrigatorio
Transfer,Transferir
Try adjusting your search or filters,Tente ajustar sua busca ou filtros
Try changing the date range or status filter.,Tente alterar o intervalo de datas ou filtro de status.
Unable to add offer item. Please refresh and try again.,Não e possivel adicionar item de oferta.
Unable to add scanned item.,Não e possivel adicionar item lido.
Unable to create Journal Entry for customer credit.,Não e possivel criar lancamento para credito do cliente.
Unable to create purchase order,Não e possivel criar pedido de compra
Unable to delete draft invoice,Não e possivel excluir fatura de rascunho
Unable to determine cash account for change payment entry.,Não e possivel determinar conta de dinheiro.
Unable to determine customer receivable account for change payment entry.,Não e possivel determinar conta a receber.
Unable to fetch M-Pesa payments,Não e possivel obter pagamentos M-Pesa
Unable to fetch draft invoices,Não e possivel obter faturas de rascunho
Unable to fetch draft orders,Não e possivel obter pedidos de rascunho
Unable to fetch invoice history,Não e possivel obter historico de faturas
Unable to fetch sales orders,Não e possivel obter pedidos de venda
Unable to fetch unpaid invoices,Não e possivel obter faturas nao pagas
Unable to generate scale barcode,Não e possivel gerar codigo de barras de balanca
Unable to load Credit Note {0}: {1},Não e possivel carregar nota de credito {0}: {1}
Unable to load Payment Entry {0}: {1},Não e possivel carregar pagamento {0}: {1}
Unable to load draft invoice,Não e possivel carregar fatura de rascunho
Unable to load invoice details,Não e possivel carregar detalhes da fatura
Unable to load the selected sales order,Não e possivel carregar o pedido de venda selecionado
Unable to prepare return invoice,Não e possivel preparar fatura de devolucao
Unable to print draft invoice,Não e possivel imprimir fatura de rascunho
Unable to resolve POS Opening Shift.,Não e possivel resolver turno de abertura POS.
Unable to resolve POS cash account from POS Profile cash mode of payment.,Não e possivel resolver conta de dinheiro.
Unable to submit the selected payment,Não e possivel enviar o pagamento selecionado
Unbranded,Sem Marca
Uncategorized,Sem Categoria
Unknown,Desconhecido
Unknown Item,Item Desconhecido
Unknown Warehouse,Armazém Desconhecido
Unlabeled Charge,Encargo Sem Rotulo
Unpaid,Não Pago
Update Price List Rate,Atualizar Taxa de Lista de Precos
Update available,Atualizacao disponivel
Updated,Atualizado
Use Customer Credit,Usar Crédito do Cliente
Use Western numerals,Usar numerais ocidentais
Used:,Usado:
User must match the selected POS Opening Shift user.,O usuario deve corresponder ao usuario do turno.
Using basic camera settings due to device limitations,Usando configuracao basica de camera devido a limitacoes
Variance %,Variacao %
Variant-wise,Por Variante
Variants,Variantes
View Details,Ver Detalhes
View notifications,Ver Notificacoes
View offline invoices,Ver faturas offline
Void Amount,Valor Anulado
Void Count,Contagem Anulada
Voids,Anulacoes
Waiting for cart items,Aguardando itens do carrinho
Waiting for payment...,Aguardando pagamento...
Walk-in Customer,Cliente Sem Agendamento
Warning: High cache usage may affect performance.,Aviso: Uso alto de cache pode afetar o desempenho.
Warning: High lag may indicate heavy processing or browser slowness.,Aviso: Alto atraso pode indicar processamento pesado.
Week-wise,Semanal
Weight (g),Peso (g)
Weight (grams),Peso (gramas)
Write Off Amount,Valor a Baixar
Write Off Difference Amount,Valor da Diferenca a Baixar
"Yes, Cancel sale","Sim, cancelar venda"
"Yes, Close","Sim, Fechar"
You are not allowed to access this shift.,Voce nao tem acesso a este turno.
You are not allowed to manage this cash movement record.,Voce nao tem permissao para gerenciar este movimento de dinheiro.
You are not allowed to print draft invoices,Voce nao tem permissao para imprimir faturas de rascunho
You are not permitted to access POS Profile {0}.,Voce nao tem acesso ao perfil POS {0}.
You are not permitted to view dashboard data for POS Profile {0}.,Voce nao tem acesso aos dados do painel para {0}.
You are offline. Add Payment will work again when the connection is restored.,Voce esta offline. Adicionar Pagamento funcionara quando a conexao for restaurada.
You are trying to return more quantity for item {0} than was sold.,Voce esta tentando devolver mais quantidade para o item {0} do que foi vendido.
You can redeem credit up to,Voce pode resgate credito ate
You can redeem up to,Voce pode resgate ate
You have no notifications right now,Voce nao tem notificacoes agora
Your Cart,Seu Carrinho
actual_qty,qtd_real
cache used,cache usado
commits,compromete
days,dias
modified_after must be a valid ISO datetime,modified_after deve ser uma data ISO valida
sales,vendas
this item,este item
{0} Coupon used are {1}. Allowed quantity is exhausted,Cupom {0} usado e {1}. Quantidade permitida esgotada
{0} is disabled for this POS Profile.,{0} esta desabilitado para este perfil POS.
{0} is invalid.,{0} e invalido.
{0} must belong to company {1}.,{0} deve pertencer a empresa {1}.
{0} payment(s) were skipped.,{0} pagamento(s) foram ignorados.
{0} {1} must be submitted before creating change payment entries.,{0} {1} deve ser enviado antes de criar entradas de pagamento de troco.
Account,Conta
Acknowledge the error to resume scanning,Reconheça o erro para retomar a digitalização
Across,Através
Action,Ação
Add New Address,Adicionar novo endereço
Add on New Line,Adicionar em Nova Linha
Address Line 1,Endereço Linha 1
Address not found,Endereço não encontrado
Adjustment,Ajuste
After returns,Após devoluções
Against,Contra
Against Name,Nome Contra
Age Bracket,Faixa Etária
All Caught Up!,Tudo em Dia!
All Profiles,Todos os Perfis
All invoices are synchronized,Todas as faturas estão sincronizadas
All visible invoices are fully settled.,Todas as faturas visíveis estão totalmente liquidadas.
